address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number
169 EAST BROADWAY,Manhattan,MN,1003625,284,26,10/9/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161196X,100915CNERWS02
169 EAST BROADWAY,Manhattan,MN,1003625,284,26,10/9/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161196X,100915CNERWS03
1693 AMSTERDAM AVENUE,Manhattan,MN,1061299,2059,31,3/11/17 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35219803H,031117CNETV01
17 EAST TREMONT AVENUE,Bronx,BX,2008266,2854,24,1/30/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
17 WILLIAMS AVENUE,Brooklyn,BK,3083235,3666,5,1/31/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35080833P,"020114CERFC01,"
17 WILLIAMS AVENUE,Brooklyn,BK,3083235,3666,5,1/31/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081095R,"020114CERFC01,"
17 WILLIAMS AVENUE,Brooklyn,BK,3083235,3666,5,3/12/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168790K,031216CNEJM04
17 WILLIAMS AVENUE,Brooklyn,BK,3083235,3666,5,7/18/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095719N,071914CNEAC02/03
17 WILLIAMS AVENUE,Brooklyn,BK,3083235,3666,5,7/18/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095718L,071914CNEAC02/03
170 WEST 233 STREET,Bronx,BX,2016171,3267,110,5/16/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
170-03 JAMAICA AVENUE,Queens,QN,4209741,9804,10,11/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
170-13 JAMAICA AVENUE,Queens,QN,4209739,9804,7,6/9/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955440R,
170-13 JAMAICA AVENUE,Queens,QN,4209739,9804,7,4/27/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1702 2 AVENUE,Manhattan,MN,1050066,1551,2,9/22/12 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985575L,092212PAERAC02
171 BROAD STREET,Staten Island,SI,5014044,541,1,10/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
171 BROAD STREET,Staten Island,SI,5014044,541,1,6/14/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1710 UNIVERSITY AVENUE,Bronx,BX,2008833,2876,102,5/11/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35095617M,05114PANEJM01
1712 UNIVERSITY AVENUE,Bronx,BX,2008833,2876,102,9/23/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,4/23/16 0:00,ADMINISTRATIVE CLOSURE NN,,
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,3/3/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,34995195Z,
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,3/7/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35090755H,030714PANEDG01/02
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,3/7/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35090756J,030714PANEDG01/02
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,4/23/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180310Y,"042316PAERDM01,02,CERDM3"
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,4/23/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180311X,"042316PAERDM01,02,CERDM3"
172 EAST 106 STREET,Manhattan,MN,1052007,1633,41,4/23/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180309R,"042316PAERDM01,02,CERDM3"
172-11 HILLSIDE AVENUE,Queens,QN,4210594,9844,110,2/28/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172-11 HILLSIDE AVENUE,Queens,QN,4210594,9844,110,2/28/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172-32 JAMAICA AVENUE,Queens,QN,4217514,10213,14,11/8/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35030463L,
172-32 JAMAICA AVENUE,Queens,QN,4217514,10213,14,1/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172-37 HILLSIDE AVENUE,Queens,QN,4210593,9844,101,9/16/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172-37 HILLSIDE AVENUE,Queens,QN,4210593,9844,101,8/9/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
172-37 HILLSIDE AVENUE,Queens,QN,4210593,9844,101,3/1/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35090900P,
172-37 HILLSIDE AVENUE,Queens,QN,4210593,9844,101,8/15/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1729 CROSBY AVENUE,Bronx,BX,2046099,4169,26,6/4/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
173-06 JAMAICA AVENUE,Queens,QN,4217536,10214,3,2/17/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
173-12 JAMAICA AVENUE,Queens,QN,4217539,10214,6,4/27/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1734 NOSTRAND AVENUE,Brooklyn,BK,3119230,5173,32,5/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1734 NOSTRAND AVENUE,Brooklyn,BK,3119230,5173,32,2/15/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006507Y,
1735 EAST 172 STREET,Bronx,BX,2027726,3873,1,1/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 AUDOBON AVENUE,Manhattan,MN,1063123,2130,17,4/26/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 AUDUBON AVENUE,Manhattan,MN,1063123,2130,17,5/16/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,3/31/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245327P,033117CNEJM02
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,2/21/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081431R,
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,2/22/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081431R,
174 BROADWAY,Manhattan,MN,1001099,65,16,11/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 ORCHARD STREET,Manhattan,MN,1005387,412,2,6/3/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,12/8/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35064947N,120713PANEMR02
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,8/15/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,8/17/12 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34985360Y,
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,5/22/14 0:00,ADMINISTRATIVE CLOSURE NN,,
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,6/5/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180557X,060516CNEMR03
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,6/5/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180558H,060516CNEMR03
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,5/17/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095751N,051814PAERR01/CNELC01
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,6/5/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180557X,060516CNEMR02
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,6/5/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180558H,060516CNEMR02
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,5/17/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35064795N,051814PAERR01/CNELC01
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,4/8/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
175 WEST 90 STREET,Manhattan,MN,1032489,1221,1,6/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1757 ARTHUR KILL ROAD,Staten Island,SI,5112496,5965,40,8/9/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,3/7/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,10/7/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,3/3/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
176 AUDUBON AVENUE,Manhattan,MN,1063123,2130,17,12/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1765 NOSTRAND AVENUE,Brooklyn,BK,3111301,4947,81,5/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1765 NOSTRAND AVENUE,Brooklyn,BK,3111301,4947,81,5/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1770 EAST GUN HILL ROAD,Bronx,BX,2095043,4494,1,4/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1773 NOSTRAND AVENUE,Brooklyn,BK,3111298,4947,78,1/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1773 NOSTRAND AVENUE,Brooklyn,BK,3111298,4947,78,5/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1780 AMSTERDAM AVENUE,Manhattan,MN,1062032,2080,28,10/4/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35103478Z,100414CERDM01
1780 AMSTERDAM AVENUE,Manhattan,MN,1062032,2080,28,10/4/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35103249P,100414CERDM01
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,2/27/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,8/15/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,8/9/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,12/16/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35219153P,121616CNETV02
1793 JEROME AVENUE,Bronx,BX,2124737,2861,151,5/10/14 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095750L,051014CNER01
18 SPRING STREET,Manhattan,MN,1083495,479,19,8/22/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
18-23 MOTT AVENUE,Queens,QN,4298248,15560,30,4/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
180-25 LINDEN BOULEVARD,Queens,QN,4220010,10315,112,5/6/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,6/21/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136785J,062115PANEJM01
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,1/31/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168356H,013116CNEJWS02
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,1/31/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168356H,013116CNEJWS01
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,1/31/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168357J,013116CNEJWS01
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,1/31/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168357J,013116CNEJWS02
1806 CEDAR AVENUE,Bronx,BX,2009226,2881,1,6/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1808 HONE AVENUE,Bronx,BX,2100450,4129,40,8/17/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35025399J,081713CNEMR01
181 EAST 108 STREET,Manhattan,MN,1052139,1636,132,10/7/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
181-34 UNION TURNPIKE,Queens,QN,4155495,7229,37,3/1/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1819 PALMETTO STREET,Queens,QN,4082560,3455,41,4/6/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081418M,040614CNETZ01
1819 UTICA AVENUE,Brooklyn,BK,3216425,7798,54,8/12/12 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34951799P,0812123CERFC01
182-01 JAMAICA AVENUE,Queens,QN,4211807,9900,10,1/18/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000150N,
183-01 HORACE HARDING EXPRESSWAY,Queens,QN,4152747,7067,11,8/25/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
184-13 JAMAICA AVENUE,Queens,QN,4211972,9905,28,6/9/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
184-15 JAMAICA AVENUE,Queens,QN,4211971,9905,27,6/27/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
184-17 JAMAICA AVENUE,Queens,QN,4211970,9905,26,6/27/15 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35126896N,062715CERDM01
1852 WESTCHESTER AVENUE,Bronx,BX,2024829,3766,47,6/3/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1859 WESTCHESTER AVENUE,Bronx,BX,2027965,3879,2,2/4/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1859 WESTCHESTER AVENUE,Bronx,BX,2027965,3879,2,1/26/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
186 INDIA STREET,Brooklyn,BK,3064489,2541,29,2/2/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1872 WEBSTER AVENUE,Bronx,BX,2009452,2900,58,4/25/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
188-25 LINDEN BOULEVARD,Queens,QN,4221049,10381,67,10/27/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,6/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,1/31/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,4/2/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2/2/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000162K,020213CERFC03
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,5/6/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2/2/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000161Z,020213CERFC02
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,6/26/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,7/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1890 EASTCHESTER ROAD,Bronx,BX,2046946,4209,15,8/14/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
19 BROAD STREET,Staten Island,SI,5113094,525,20,7/31/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
19 BROAD STREET,Staten Island,SI,5113094,525,20,5/30/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
19 CORSON AVENUE,Staten Island,SI,5000296,18,74,5/31/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
19-26 STEINWAY STREET,Queens,QN,4845433,811,19,5/21/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
191 7 AVENUE,Manhattan,MN,1080586,797,2,12/18/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
191 GRAHAM AVENUE,Brooklyn,BK,3070977,3043,20,3/29/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
191 GRAHAM AVENUE,Brooklyn,BK,3070977,3043,20,9/18/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35160827Z,091915CERLP02
1912 86 STREET,Brooklyn,BK,3166760,6372,51,6/21/14 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35095714Y,062114CNEAC03
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,6/7/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136725H,060715CNEAC01
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,1/4/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34925568Z,
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,1/17/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081527L,011814PANEDM03
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,7/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
192 AVENUE U,Brooklyn,BK,3192528,7121,5,9/10/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
192 AVENUE U,Brooklyn,BK,3192528,7121,5,12/4/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1925 FLATBUSH AVENUE,Brooklyn,BK,3217220,7819,26,6/18/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1925 FLATBUSH AVENUE,Brooklyn,BK,3217220,7819,26,8/11/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1928 FLATBUSH AVENUE,Brooklyn,BK,3217120,7815,1,6/16/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1930 GRAND CONCOURSE,Bronx,BX,2007721,2810,1,6/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,10/27/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,8/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,6/28/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,1/31/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,6/29/14 0:00,ADMINISTRATIVE CLOSURE NN,,
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,3/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
195 BOWERY,Manhattan,MN,1079085,425,7501,1/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
195 DEKALB AVENUE,Brooklyn,BK,3399822,2090,1,3/11/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
197 EAST 3 STREET,Manhattan,MN,1005000,399,39,7/30/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196883H,073016CERLP03
197 EAST 39 STREET,Brooklyn,BK,3108926,4876,58,9/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
199 BOWERY,Manhattan,MN,1087253,425,7502,10/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
199 BOWERY,Manhattan,MN,1087253,425,7502,7/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
199 BOWERY,Manhattan,MN,1087253,425,7502,1/31/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2 LEXINGTON AVENUE,Manhattan,MN,1017990,877,18,6/10/17 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35245281Z,061017CNEMT03
2 SNEDEN AVENUE,Staten Island,SI,5080382,6244,13,3/30/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35090906X,03302014CNEMR01
2 WEST 35 STREET,Manhattan,MN,1015878,836,43,4/4/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081417K,040514CNETZ01
20 PRINCE STREET,Manhattan,MN,1007482,493,17,4/9/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245525X,040917CNEWB01
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,4/5/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35014959P,
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,4/5/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35015070P,
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,9/8/12 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,34995330M,090812PANEJM02
20-09 NEW HAVEN AVENUE,Queens,QN,4300972,15760,23,4/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
202 42 STREET,Brooklyn,BK,3337145,722,8,8/23/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2020 WHITE PLAINS ROAD,Bronx,BX,2047885,4257,30,5/1/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2020 WHITE PLAINS ROAD,Bronx,BX,2047885,4257,30,1/10/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2021 7 AVENUE,Manhattan,MN,1057675,1906,1,8/25/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,5/16/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,9/25/16 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35196823X,092516CONER01
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,9/25/16 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35197308X,092516CONER01
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,9/25/16 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35197308X,092516CONEMR01
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,9/25/16 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35196823X,092516CONEMR01
2031 WESTCHESTER AVENUE,Bronx,BX,2028931,3932,26,7/14/12 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34955587L,07142012PAERAC01
2031 WESTCHESTER AVENUE,Bronx,BX,2028931,3932,26,7/14/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940180H,071412CNEMC01
2032 RICHMOND TERRACE,Staten Island,SI,5023700,1003,22,8/15/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
204 VARICK STREET,Manhattan,MN,1008118,520,1,2/22/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35064780K,022314PANELC01
204 VARICK STREET,Manhattan,MN,1008118,520,1,11/10/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
204 VARICK STREET,Manhattan,MN,1008118,520,1,2/24/14 0:00,PLEASE SEE COMPLAINT NUMBER,,
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,4/8/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,5/13/17 0:00,PLEASE SEE COMPLAINT NUMBER,,
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,5/13/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2041 ADAM CLAYTON POWELL BOULEVARD,Manhattan,MN,1079482,1907,1,10/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,12/2/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35160803Y,120216CERLP02
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,6/26/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180173R,062616CNEJM03
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,4/9/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35245527J,040917PANEWB02
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,7/19/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,8/16/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,1/10/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,10/26/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,5/12/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35014968R,
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,1/4/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2071 CLOVE ROAD,Staten Island,SI,5112655,2921,6,3/27/17 0:00,PLEASE SEE COMPLAINT NUMBER,,
2071 CLOVE ROAD,Staten Island,SI,5112655,2921,6,3/24/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
